Date;AirLiquide;Microsoft;Apple;Sanofi;LVMH;SP500;CAC40
29/06/2016;61.89;50.54;23.6;73.91;135.75;2070.8;4195.32
30/06/2016;62.57;51.17;23.9;74.53;136;2098.9;4237.48
01/07/2016;62.99;51.16;23.97;74.63;136.15;2102.9;4273.96
04/07/2016;62.85;;;74.66;136.9;;4234.86
05/07/2016;62.2;51.17;23.75;74.2;134.55;2088.6;4163.42
06/07/2016;59.61;51.38;23.88;73.33;132.5;2099.7;4085.3
07/07/2016;59.85;51.38;23.99;73.65;133.3;2097.9;4117.85
08/07/2016;59.79;52.3;24.17;73.8;134.4;2129.9;4190.68
11/07/2016;61.32;52.59;24.25;74.41;137.5;2137.2;4264.53
12/07/2016;62.12;53.21;24.35;74.2;139.7;2152.1;4331.38
13/07/2016;62.27;53.51;24.22;75.53;139.25;2152.4;4335.26
14/07/2016;63.07;53.74;24.7;75.24;141;2163.8;4385.52
15/07/2016;63.79;53.7;24.69;75.24;140;2161.7;4372.51
18/07/2016;63.78;53.96;24.96;74.78;140.35;2166.9;4357.74
19/07/2016;63.29;53.09;24.97;74.36;139.35;2163.8;4330.13
20/07/2016;63.27;55.91;24.99;75.6;142.15;2173;4379.76
21/07/2016;63.25;55.8;24.86;75.82;142.5;2165.2;4376.25
22/07/2016;63.63;56.57;24.67;76.2;142.3;2175;4381.1
25/07/2016;63.68;56.73;24.33;76.11;144.45;2168.5;4388
26/07/2016;63.96;56.76;24.17;76.17;143.7;2169.2;4394.77
27/07/2016;64.4;56.19;25.74;76.3;154.45;2166.6;4446.96
28/07/2016;63.33;56.21;26.08;75.89;153.35;2170.1;4420.58
29/07/2016;63.46;56.68;26.05;75.75;153.4;2173.6;4439.81
01/08/2016;61.92;56.58;26.51;75.87;152.9;2170.8;4409.17
02/08/2016;61.04;56.58;26.12;73.52;149.5;2157;4327.99
03/08/2016;61.25;56.97;26.45;73.04;149.85;2163.8;4321.08
04/08/2016;60.96;57.39;26.47;72.37;149.85;2164.2;4345.63
05/08/2016;62.02;57.96;26.87;72.15;153.4;2182.9;4410.55
08/08/2016;62.2;58.06;27.09;71.87;152;2180.9;4415.46
09/08/2016;63.72;58.2;27.2;72.67;153.6;2181.7;4468.07
10/08/2016;63.91;58.02;27;70.84;153.05;2175.5;4452.01
11/08/2016;64.63;58.3;26.98;71.6;156.2;2185.8;4503.95
12/08/2016;64.54;57.94;27.05;71.33;158.6;2184.1;4500.19
15/08/2016;64.52;58.12;27.37;71.42;158.7;2190.2;4497.86
16/08/2016;66.03;57.44;27.34;70.5;157.15;2178.2;4460.44
17/08/2016;65.48;57.56;27.31;69.68;156.05;2182.2;4417.68
18/08/2016;65.73;57.6;27.27;69.8;157.4;2187;4437.06
19/08/2016;65.44;57.62;27.34;69.35;157.05;2183.9;4400.52
22/08/2016;64.8;57.67;27.13;69.2;156.15;2182.6;4389.94
23/08/2016;65.13;57.89;27.21;68.5;156.9;2186.9;4421.45
24/08/2016;65.16;57.95;27.01;68.73;157.3;2175.4;4435.47
25/08/2016;64.6;58.17;26.89;68.21;155.6;2172.5;4406.61
26/08/2016;65.83;58.03;26.74;68.99;155.9;2169;4441.87
29/08/2016;65.48;58.1;26.7;69.07;155.5;2180.4;4424.25
30/08/2016;65.63;57.89;26.5;69.33;154.75;2176.1;4457.49
31/08/2016;65.42;57.46;26.52;68.71;151.7;2170.9;4438.22
01/09/2016;64.99;57.59;26.68;68.01;152.6;2170.9;4439.67
02/09/2016;65.82;57.67;26.93;69.88;156.2;2180;4542.17
05/09/2016;65.66;;;69.62;155.45;;4541.08
06/09/2016;65.6;57.61;26.92;69.71;156.15;2186.5;4529.96
07/09/2016;65.67;57.66;27.09;70.03;156.45;2186.2;4557.66
08/09/2016;64.64;57.43;26.38;70.8;154.1;2181.3;4542.2
09/09/2016;63.61;56.21;25.78;69.98;152.2;2127.8;4491.4
12/09/2016;62.97;57.05;26.36;69.59;152;2159;4439.8
13/09/2016;65.99;56.53;26.99;68.94;150.8;2127;4387.18
14/09/2016;66.87;56.26;27.94;69.46;147.4;2125.8;4370.26
15/09/2016;66.25;57.19;28.89;68.61;147.65;2147.3;4373.22
16/09/2016;65.75;57.25;28.73;68.65;146.65;2139.2;4332.45
19/09/2016;66.2;56.93;28.4;69.27;149.05;2139.1;4394.19
20/09/2016;65.59;56.81;28.39;69.47;150.05;2139.8;4388.6
21/09/2016;65.35;57.76;28.39;68.33;150.2;2163.1;4409.55
22/09/2016;66.56;57.82;28.66;68.57;154.2;2177.2;4509.82
23/09/2016;65.84;57.43;28.18;68.09;153.75;2164.7;4488.69
26/09/2016;64.5;56.9;28.22;67.24;151.75;2146.1;4407.85
27/09/2016;64.39;57.95;28.27;67.59;151.85;2159.9;4398.68
28/09/2016;65.41;58.03;28.49;67.96;152.4;2171.4;4432.45
29/09/2016;65.12;57.4;28.05;67.68;150.7;2151.1;4443.84
30/09/2016;65.19;57.6;28.26;67.29;151.8;2168.3;4448.26
03/10/2016;66;57.42;28.13;67.88;152;2161.2;4453.56
04/10/2016;66.31;57.24;28.25;68.63;156.6;2150.5;4503.09
05/10/2016;65.73;57.64;28.26;68.38;156.25;2159.7;4489.95
06/10/2016;64.32;57.74;28.47;68.42;155;2160.8;4480.1
07/10/2016;63.52;57.8;28.51;68.44;155.4;2153.7;4449.91
10/10/2016;63.79;58.04;29.01;69.27;157.05;2163.7;4497.26
11/10/2016;63.43;57.19;29.08;68.92;164.1;2136.7;4471.74
12/10/2016;63.21;57.11;29.33;68.12;164.35;2139.2;4452.24
13/10/2016;63.08;56.92;29.25;67.8;163;2132.6;4405.17
14/10/2016;63.64;57.42;29.41;68.14;166.8;2133;4470.92
17/10/2016;62.89;57.22;29.39;67.53;165.4;2126.5;4450.23
18/10/2016;63.59;57.66;29.37;68.5;166.3;2139.6;4508.91
19/10/2016;63.42;57.53;29.28;68.16;167.35;2144.3;4520.3
20/10/2016;63.6;57.25;29.26;69.04;168.1;2141.3;4540.12
21/10/2016;63.7;59.66;29.15;68.84;167.15;2141.2;4536.07
24/10/2016;63.4;61;29.41;68.84;168;2151.3;4552.58
25/10/2016;64.2;60.99;29.56;68.16;166.9;2143.2;4540.84
26/10/2016;62.84;60.63;28.9;67.75;168.05;2139.4;4534.59
27/10/2016;63.22;60.1;28.62;68.5;168;2133;4533.57
28/10/2016;63.88;59.87;28.43;71.06;167.95;2126.4;4548.58
31/10/2016;63.3;59.92;28.39;70.59;165.55;2126.2;4509.26
01/11/2016;62.8;59.8;27.87;70.68;165.15;2111.7;4470.28
02/11/2016;62.5;59.43;27.9;71.48;162.75;2097.9;4414.67
03/11/2016;61.89;59.21;27.46;71.91;162.9;2088.7;4411.68
04/11/2016;62.09;58.71;27.21;71.19;161.7;2085.2;4377.46
07/11/2016;63.17;60.42;27.6;71.89;164.25;2131.5;4461.21
08/11/2016;63.4;60.47;27.76;72.51;166.15;2139.6;4476.89
09/11/2016;63.79;60.17;27.72;76.75;165.6;2163.3;4543.48
10/11/2016;65.07;58.7;26.95;76.58;162.55;2167.5;4530.95
11/11/2016;64.86;59.02;27.11;75.67;162;2164.4;4489.27
14/11/2016;65.23;58.12;26.43;76.78;162.7;2164.2;4508.55
15/11/2016;64.18;58.87;26.78;76.96;165.8;2180.4;4536.53
16/11/2016;63.78;59.65;27.5;77.19;162.5;2176.9;4501.14
17/11/2016;64.74;60.64;27.49;76.83;165.55;2187.1;4527.77
18/11/2016;64.1;60.35;27.51;75.65;165.25;2181.9;4504.35
21/11/2016;64.28;60.86;27.93;75.31;168.3;2198.2;4529.58
22/11/2016;64.48;61.12;27.95;74.6;168.1;2202.9;4548.35
23/11/2016;64.22;60.4;27.81;73.78;167.25;2204.7;4529.21
24/11/2016;64.61;;;74.19;168.25;;4542.56
25/11/2016;64.71;60.53;27.95;74.87;169;2213.3;4550.27
28/11/2016;64.09;60.61;27.89;74.75;167.5;2201.7;4510.39
29/11/2016;64.78;61.09;27.86;75.92;170.75;2204.7;4551.46
30/11/2016;65.62;60.26;27.63;75.71;171.7;2198.8;4578.34
01/12/2016;65.55;59.2;27.37;74.77;170.55;2191.1;4560.61
02/12/2016;65.1;59.25;27.48;74.91;169.15;2191.9;4528.82
05/12/2016;65.79;60.22;27.28;75.66;171.1;2204.7;4574.32
06/12/2016;67.06;59.95;27.49;75.16;173.1;2212.2;4631.94
07/12/2016;68.98;61.37;27.76;74.71;175.7;2241.3;4694.72
08/12/2016;70.18;61.01;28.03;74.69;176.55;2246.2;4735.48
09/12/2016;71.03;61.97;28.49;75.93;176.1;2259.5;4764.07
12/12/2016;70.86;62.17;28.33;76;176.15;2257;4760.77
13/12/2016;71.03;62.98;28.8;77.07;177.9;2271.7;4803.87
14/12/2016;70.93;62.68;28.8;75.06;176.5;2253.3;4769.24
15/12/2016;71.99;62.58;28.95;75.6;177.75;2262;4819.23
16/12/2016;72.43;62.3;28.99;74;179.2;2258.1;4833.27
19/12/2016;72.4;63.62;29.16;74.47;179.2;2262.5;4822.77
20/12/2016;71.78;63.54;29.24;75.28;179;2270.8;4849.89
21/12/2016;71.89;63.54;29.26;74.81;179.6;2265.2;4833.82
22/12/2016;71.75;63.55;29.07;75.68;179.75;2261;4834.63
23/12/2016;71.85;63.24;29.13;75.46;179.3;2263.8;4839.68
27/12/2016;71.99;63.28;29.32;75.82;179.95;2268.9;4848.28
28/12/2016;72.06;62.99;29.19;75.75;180.85;2249.9;4848.01
29/12/2016;72.06;62.9;29.18;75.81;179.4;2249.3;4838.47
30/12/2016;72.16;62.14;28.95;76.5;181.4;2238.8;4862.31
02/01/2017;71.99;;;77.43;181.8;;4882.38
03/01/2017;72.16;62.58;29.04;77.89;179.7;2257.8;4899.33
04/01/2017;72.09;62.3;29;77.89;178.1;2270.8;4899.4
05/01/2017;72.13;62.3;29.15;77.86;176.95;2269;4900.64
06/01/2017;72.43;62.84;29.48;76.29;179.25;2277;4909.84
09/01/2017;71.51;62.64;29.75;77.12;180.95;2268.9;4887.57
10/01/2017;71.34;62.62;29.78;77.9;181.1;2268.9;4888.23
11/01/2017;72.02;63.19;29.94;76.92;183.25;2275.3;4888.71
12/01/2017;71.17;62.61;29.81;76.14;186.55;2270.4;4863.97
13/01/2017;71.68;62.7;29.76;77.66;188.95;2274.6;4922.49
16/01/2017;70.28;;;76.41;187.55;;4882.18
17/01/2017;70.01;62.53;30;75.72;186.85;2267.9;4859.69
18/01/2017;69.94;62.5;30;76.1;188.1;2271.9;4853.4
19/01/2017;70.52;62.3;29.94;75.37;190;2263.7;4841.14
20/01/2017;70.38;62.74;30;75.23;190.95;2271.3;4850.67
23/01/2017;70.11;62.96;30.02;74.45;190.35;2265.2;4821.41
24/01/2017;70.18;63.52;29.99;73.5;189.05;2280.1;4830.03
25/01/2017;70.79;63.68;30.47;73.85;191.4;2298.4;4877.67
26/01/2017;70.66;64.27;30.49;74.23;190.45;2296.7;4867.24
27/01/2017;69.84;65.78;30.49;74.1;186.85;2294.7;4839.98
30/01/2017;69.16;65.13;30.41;74.4;184.35;2280.9;4784.64
31/01/2017;68.3;64.65;30.34;74.1;186.6;2278.9;4748.9
01/02/2017;68.51;63.58;32.19;75.38;188;2279.6;4794.58
02/02/2017;68.61;63.17;32.13;74.59;187.5;2280.8;4794.29
03/02/2017;68.92;63.68;32.27;75.23;188.95;2297.4;4825.42
06/02/2017;67.93;63.64;32.57;75.25;185.15;2292.6;4778.08
07/02/2017;68.44;63.43;32.88;75.5;184.45;2293.1;4754.47
08/02/2017;68.4;63.34;33.01;76.25;182.35;2294.7;4766.6
09/02/2017;69.22;64.06;33.1;79.77;185.5;2307.9;4826.24
10/02/2017;69.39;64;33.03;79.73;185.1;2316.1;4828.32
13/02/2017;70.52;64.72;33.32;79.96;189.8;2328.2;4888.19
14/02/2017;70.11;64.57;33.76;80.08;190.15;2337.6;4895.82
15/02/2017;72.26;64.53;33.88;80.78;188.7;2349.2;4924.86
16/02/2017;71.65;64.52;33.84;81.2;189.7;2347.2;4899.46
17/02/2017;71.58;64.62;33.93;81.06;186.85;2351.2;4867.58
20/02/2017;71.65;;;80.13;188.1;;4864.99
21/02/2017;71.41;64.49;34.17;80.11;190;2365.4;4888.76
22/02/2017;70.45;64.36;34.28;79.85;192.5;2362.8;4895.88
23/02/2017;70.11;64.62;34.13;79.71;192.2;2363.8;4891.29
24/02/2017;69.77;64.62;34.17;80.16;190.7;2367.3;4845.24
27/02/2017;69.97;64.23;34.23;80.01;189.85;2369.8;4845.18
28/02/2017;69.6;63.98;34.25;80.91;189.45;2363.6;4858.58
01/03/2017;70.73;64.94;34.95;82.39;195.3;2396;4960.83
02/03/2017;70.18;64.01;34.74;82.21;194.1;2381.9;4963.8
03/03/2017;70.21;64.25;34.94;83.15;194.35;2383.1;4995.13
06/03/2017;70.21;64.27;34.83;82.02;193.75;2375.3;4972.19
07/03/2017;69.74;64.4;34.88;81.37;193.75;2368.4;4955
08/03/2017;69.84;64.99;34.75;81.72;194.8;2363;4960.48
09/03/2017;69.87;64.73;34.67;81.89;195.65;2364.9;4981.51
10/03/2017;69.87;64.93;34.78;81.81;196.4;2372.6;4993.32
13/03/2017;70.66;64.71;34.8;81.61;198.25;2373.5;4999.6
14/03/2017;70.73;64.41;34.75;81.78;198.35;2365.4;4974.26
15/03/2017;71.03;64.75;35.12;81.89;197.8;2385.3;4985.48
16/03/2017;71.51;64.64;35.17;82.59;198.75;2381.4;5013.38
17/03/2017;72.06;64.87;35;82.18;201.5;2378.2;5029.24
20/03/2017;72.16;64.93;35.37;82.31;200;2373.5;5012.16
21/03/2017;72.19;64.21;34.96;82.29;198.7;2344;5002.43
22/03/2017;72.4;65.03;35.35;82.34;199.6;2348.4;4994.7
23/03/2017;72.78;64.87;35.23;82.87;201.95;2346;5032.76
24/03/2017;72.54;64.98;35.16;82.44;201.1;2344;5020.9
27/03/2017;72.71;65.1;35.22;83.03;201.55;2341.6;5017.43
28/03/2017;72.54;65.29;35.95;83.5;201.45;2358.6;5046.2
29/03/2017;73.12;65.47;36.03;84.07;202.6;2361.1;5069.04
30/03/2017;72.95;65.71;35.98;83.8;202.9;2368.1;5089.64
31/03/2017;73.15;65.86;35.92;84.18;205.85;2362.7;5122.51
03/04/2017;73.05;65.55;35.92;84.04;204.05;2358.8;5085.91
04/04/2017;73.01;65.73;36.19;84.86;206.2;2360.2;5101.13
05/04/2017;73.15;65.56;36.01;84.98;204.75;2352.9;5091.85
06/04/2017;73.73;65.73;35.92;84.77;207.25;2357.5;5121.44
07/04/2017;74.62;65.68;35.83;84.21;209.25;2355.5;5135.28
10/04/2017;74.04;65.53;35.79;84.17;207.45;2357.2;5107.45
11/04/2017;73.12;65.48;35.41;84.37;208.6;2353.8;5101.86
12/04/2017;73.39;65.23;35.45;84.8;208.85;2344.9;5101.11
13/04/2017;73.42;64.95;35.26;84.88;208.6;2328.9;5071.1
17/04/2017;;65.48;35.46;;;2349;
18/04/2017;72.91;65.39;35.3;82.85;206.6;2342.2;4990.25
19/04/2017;72.4;65.04;35.17;82.3;204.8;2338.2;5003.73
20/04/2017;73.05;65.5;35.61;82.89;207.4;2355.8;5077.91
21/04/2017;72.23;66.4;35.57;81.93;206.9;2348.7;5059.2
24/04/2017;75.64;67.53;35.91;84.4;214.7;2374.2;5268.85
25/04/2017;75.78;67.92;36.13;84.65;223.15;2388.6;5277.88
26/04/2017;76.63;67.83;35.92;85.2;224.85;2387.4;5287.88
27/04/2017;75.81;68.27;35.95;85.52;225.9;2388.8;5271.7
28/04/2017;75.54;68.46;35.91;86.16;226.5;2384.2;5267.33
01/05/2017;;69.41;36.65;;;2388.3;
02/05/2017;76.74;69.3;36.88;87.12;228.05;2391.2;5304.15
03/05/2017;77.15;69.08;36.76;87.09;230.85;2388.1;5301
04/05/2017;77.39;68.81;36.63;88.93;234.4;2389.5;5372.42
05/05/2017;78.65;69;37.24;89.22;238.1;2399.3;5432.4
08/05/2017;77.52;68.94;38.25;88.91;233.65;2399.4;5382.95
09/05/2017;78.14;69.04;38.5;89.51;233.65;2396.9;5398.01
10/05/2017;77.8;69.31;38.31;90.22;232.35;2399.6;5400.46
11/05/2017;77.42;68.46;38.49;90.92;233.3;2394.4;5383.42
12/05/2017;78.07;68.38;39.03;92.27;231.5;2390.9;5405.42
15/05/2017;76.43;68.43;38.92;92.49;231.2;2402.3;5417.4
16/05/2017;75.81;69.41;38.87;90.28;232.1;2400.7;5406.1
17/05/2017;74.82;67.48;37.56;89.1;228;2357;5317.89
18/05/2017;74.86;67.71;38.13;87.89;229;2365.7;5289.73
19/05/2017;75.68;67.69;38.26;87.92;229.1;2381.7;5324.4
22/05/2017;75.54;68.45;38.5;87.29;228.25;2394;5322.88
23/05/2017;76.09;68.68;38.45;87.36;227.3;2398.4;5348.16
24/05/2017;75.51;68.77;38.33;87.14;227.1;2404.4;5341.34
25/05/2017;75.64;69.62;38.47;86.85;229.2;2415.1;5337.16
26/05/2017;75.78;69.96;38.4;87.28;227.4;2415.8;5336.64
29/05/2017;75.61;;;87.16;227;;5332.47
30/05/2017;74.38;70.41;38.42;87.1;226.7;2412.9;5305.94
31/05/2017;74.11;69.84;38.19;87.71;227.15;2411.8;5283.63
01/06/2017;75.03;70.1;38.29;87.42;229;2430.1;5318.67
02/06/2017;75.88;71.76;38.86;88.41;231.45;2439.1;5343.41
05/06/2017;75.44;72.28;38.48;88.23;230.25;2436.1;5307.89
06/06/2017;74.76;72.52;38.61;87.37;226.25;2429.3;5269.22
07/06/2017;74.14;72.39;38.84;85.63;228.05;2433.1;5265.53
08/06/2017;74;71.95;38.75;85.53;227;2433.8;5264.24
09/06/2017;74.99;70.32;37.24;85.69;227.9;2431.8;5299.71
12/06/2017;74.55;69.78;36.35;84.41;224.1;2429.4;5240.59
13/06/2017;75.23;70.65;36.65;84.89;227.65;2440.3;5261.74
14/06/2017;74.18;70.27;36.29;84.42;227.9;2437.9;5243.29
15/06/2017;73.39;69.9;36.07;85.03;226.4;2432.5;5216.88
16/06/2017;74.99;70;35.57;84.62;230.7;2433.2;5263.31
19/06/2017;76.84;70.87;36.58;86.25;232.8;2453.5;5310.72
20/06/2017;77.01;69.91;36.25;86.37;232.4;2437;5293.65
21/06/2017;76.91;70.27;36.47;86.11;231.9;2435.6;5274.26
22/06/2017;76.43;70.26;36.41;88.19;231.85;2434.5;5281.93
23/06/2017;76.16;71.21;36.57;87.41;231.65;2438.3;5266.12
26/06/2017;76.16;70.53;36.46;88.24;230.85;2439.1;5295.75
27/06/2017;75.85;69.21;35.93;87.17;229.8;2419.4;5258.58
28/06/2017;75.44;69.8;36.46;86.25;226.65;2440.7;5252.9
29/06/2017;73.94;68.49;35.92;84.1;218.25;2419.7;5154.35
30/06/2017;73.9;68.93;36.01;83.32;218.3;2423.4;5120.68
03/07/2017;75.17;68.17;35.88;83.76;220.95;2429;5195.72
04/07/2017;74.55;;;83.42;220.05;;5174.9
05/07/2017;74.21;69.08;36.02;83.78;221.8;2432.5;5180.1
06/07/2017;73.63;68.57;35.68;82.54;219.2;2409.8;5152.4
07/07/2017;73.36;69.46;36.04;83.22;216.4;2425.2;5145.16
10/07/2017;73.73;69.98;36.26;83.46;216.8;2427.4;5165.64
11/07/2017;73.08;69.99;36.38;82.93;214.5;2425.5;5140.6
12/07/2017;74.59;71.15;36.44;85.51;216.35;2443.2;5222.13
13/07/2017;74.31;71.77;36.94;84.78;216.4;2447.8;5235.4
14/07/2017;74.72;72.78;37.26;84.14;219.75;2459.3;5235.31
17/07/2017;74.86;73.35;37.39;83.36;222.35;2459.1;5230.17
18/07/2017;74.11;73.3;37.52;82.16;219;2460.6;5173.27
19/07/2017;74.62;73.86;37.76;81.81;222.25;2473.8;5216.07
20/07/2017;74.07;74.22;37.58;82.34;222.3;2473.4;5199.22
21/07/2017;72.43;73.79;37.57;81.09;219.25;2472.5;5117.66
24/07/2017;72.67;73.6;38.02;81.48;219.15;2469.9;5127.7
25/07/2017;72.74;74.19;38.19;82.24;218.85;2477.1;5161.08
26/07/2017;73.29;74.05;38.37;81.9;218;2477.8;5190.17
27/07/2017;72.95;73.16;37.64;81.78;216.05;2475.4;5186.95
28/07/2017;71.72;73.04;37.38;81.16;213.15;2472.1;5131.39
31/07/2017;70.83;72.7;37.18;80.3;212.7;2470.3;5093.77
01/08/2017;71.1;72.58;37.51;79.27;215.9;2476.3;5127.03
02/08/2017;70.83;72.26;39.28;79.6;215.05;2477.6;5107.25
03/08/2017;71.2;72.15;38.89;80;219;2472.2;5130.49
04/08/2017;72.37;72.68;39.1;81.18;221.9;2476.8;5203.44
07/08/2017;71.99;72.4;39.7;81.25;222.5;2480.9;5207.89
08/08/2017;72.09;72.79;40.02;81.75;222.75;2474.9;5218.89
09/08/2017;71.14;72.47;40.26;80.42;217.15;2474;5145.7
10/08/2017;70.45;71.41;38.83;80.38;215.15;2438.2;5115.23
11/08/2017;70.25;72.5;39.37;80.18;214.45;2441.3;5060.92
14/08/2017;71.03;73.59;39.96;80.75;216.6;2465.8;5121.67
15/08/2017;71.24;73.22;40.4;81.34;217.05;2464.6;5140.25
16/08/2017;71.61;73.65;40.24;82.15;219.1;2468.1;5176.61
17/08/2017;71.34;72.4;39.47;82.33;219.6;2430;5146.85
18/08/2017;70.38;72.49;39.38;81.83;217.7;2425.6;5114.15
21/08/2017;70.01;72.15;39.3;81.47;217;2428.4;5087.59
22/08/2017;70.93;73.16;39.94;81.81;218.95;2452.5;5131.86
23/08/2017;70.83;72.72;39.99;81.37;216.95;2444;5115.39
24/08/2017;70.45;72.69;39.82;81.81;218;2439;5113.13
25/08/2017;70.42;72.82;39.97;81.67;217;2443.1;5104.33
28/08/2017;69.97;72.83;40.37;81.4;215.85;2444.2;5079.75
29/08/2017;69.6;73.05;40.73;81;216.2;2446.3;5031.92
30/08/2017;69.97;74.01;40.84;80.33;218.85;2457.6;5056.34
31/08/2017;70.04;74.77;41;81.23;220.25;2471.7;5085.59
01/09/2017;70.32;73.94;41.01;82.28;221.75;2476.6;5123.26
04/09/2017;70.15;;;81.62;220.95;;5103.97
05/09/2017;69.91;73.61;40.52;81.51;217.8;2457.8;5086.56
06/09/2017;70.35;73.4;40.48;81.95;217.9;2465.5;5101.41
07/09/2017;70.83;74.34;40.31;81.5;220;2465.1;5114.62
08/09/2017;70.56;73.98;39.66;81.78;219.95;2461.4;5113.49
11/09/2017;72.19;74.76;40.38;80.98;225.3;2488.1;5176.71
12/09/2017;73.15;74.68;40.22;81.61;228.15;2496.5;5209.01
13/09/2017;72.23;75.21;39.91;81.27;230.25;2498.4;5217.59
14/09/2017;73.01;74.77;39.57;81.63;229.55;2495.6;5225.2
15/09/2017;72.33;75.31;39.97;80.95;230;2500.2;5213.91
18/09/2017;72.64;75.16;39.67;81.09;229.25;2503.9;5229.32
19/09/2017;73.36;75.44;39.68;81.82;229.3;2506.7;5237.44
20/09/2017;73.8;74.94;39.02;81.87;230;2508.2;5241.66
21/09/2017;74.65;74.21;38.35;83.43;229.85;2500.6;5267.29
22/09/2017;74.96;74.41;37.97;83.68;230.4;2502.2;5281.29
25/09/2017;75.06;73.26;37.64;84.2;230.75;2496.7;5267.13
26/09/2017;76.16;73.26;38.28;84.12;231.35;2496.8;5268.76
27/09/2017;75.71;73.85;38.56;84.1;230.85;2507;5281.96
28/09/2017;76.19;73.87;38.32;83.58;230.8;2510.1;5293.77
29/09/2017;77.08;74.49;38.53;83.57;233.45;2519.4;5329.81
02/10/2017;77.61;74.61;38.45;84.68;233.25;2529.1;5350.44
03/10/2017;78.59;74.26;38.62;84.2;234.9;2534.6;5367.41
04/10/2017;78.85;74.69;38.37;84.56;234.85;2537.7;5363.23
05/10/2017;78.78;75.97;38.85;85.23;234.2;2552.1;5379.21
06/10/2017;78.32;76;38.83;85.81;230.4;2549.3;5359.9
09/10/2017;78.63;76.29;38.96;85.6;232.2;2544.7;5365.83
10/10/2017;78.32;76.29;38.97;84.29;237.4;2550.6;5363.65
11/10/2017;78.14;76.42;39.14;83.98;239.4;2555.2;5362.41
12/10/2017;78.1;77.12;39;83.76;241;2550.9;5360.81
13/10/2017;78.44;77.49;39.25;83.16;241.8;2553.2;5351.74
16/10/2017;78.59;77.65;39.97;84.1;240.45;2557.6;5362.88
17/10/2017;78.02;77.59;40.12;83.45;239.3;2559.4;5361.37
18/10/2017;78.14;77.61;39.94;84.07;240.9;2561.3;5383.81
19/10/2017;78.06;77.91;38.99;83.82;239.95;2562.1;5368.29
20/10/2017;78.85;78.81;39.06;83.37;237.65;2575.2;5372.38
23/10/2017;79.3;78.83;39.04;83.95;241.05;2565;5386.81
24/10/2017;78.55;78.86;39.28;83.17;240.8;2569.1;5394.8
25/10/2017;80.5;78.63;39.1;81;243.95;2557.2;5374.89
26/10/2017;81.25;78.76;39.35;81.57;248.95;2560.4;5455.4
27/10/2017;82.04;83.81;40.76;81.85;253.95;2581.1;5494.13
30/10/2017;81.89;83.89;41.68;81.19;254.95;2572.8;5493.63
31/10/2017;82.12;83.18;42.26;80.87;256.1;2575.3;5503.29
01/11/2017;83.02;83.18;41.72;80.11;255.25;2579.4;5514.29
02/11/2017;83.25;84.05;42.03;79.13;254.95;2579.8;5510.5
03/11/2017;83.73;84.14;43.13;78.61;258.15;2587.8;5517.97
06/11/2017;83.32;84.47;43.56;79.18;259.55;2591.1;5507.25
07/11/2017;82.64;84.27;43.7;78.26;256.6;2590.6;5480.64
08/11/2017;81.93;84.56;44.06;78.45;254.65;2594.4;5471.43
09/11/2017;80.17;84.09;43.97;77.38;249.9;2584.6;5407.75
10/11/2017;80.13;83.87;43.67;77.03;248.5;2582.3;5380.72
13/11/2017;79.34;83.93;43.49;76.03;245.95;2584.8;5341.63
14/11/2017;79.19;84.05;42.83;75.22;245.95;2578.9;5315.58
15/11/2017;78.89;82.98;42.27;75.19;244.8;2564.6;5301.25
16/11/2017;79.19;83.2;42.78;75.57;246.95;2585.6;5336.39
17/11/2017;78.96;82.4;42.54;75.04;246.6;2578.8;5319.17
20/11/2017;79.75;82.53;42.49;75.35;249.25;2582.1;5340.45
21/11/2017;80.54;83.72;43.28;76.04;251.7;2599;5366.15
22/11/2017;79.56;83.11;43.74;76.31;247.05;2597.1;5352.76
23/11/2017;79.75;;;77.14;248.8;;5379.54
24/11/2017;79.86;83.26;43.74;77.05;249.6;2602.4;5390.46
27/11/2017;79.08;83.87;43.52;76.51;247.5;2601.4;5360.09
28/11/2017;79.19;84.88;43.27;76.95;246.95;2627;5390.48
29/11/2017;79.19;83.34;42.37;76.58;245.1;2626.1;5398.05
30/11/2017;79;84.17;42.96;76.2;244.5;2647.6;5372.79
01/12/2017;77.54;84.26;42.76;74.43;243.3;2642.2;5316.89
04/12/2017;79.49;81.08;42.45;74.71;246.95;2639.4;5389.29
05/12/2017;80.13;81.59;42.41;73.58;245.9;2629.6;5375.53
06/12/2017;80.77;82.78;42.25;72.87;248.7;2629.3;5374.35
07/12/2017;80.65;82.49;42.33;72.83;246.9;2637;5383.86
08/12/2017;81.03;84.16;42.34;72.8;247.4;2651.5;5399.09
11/12/2017;80.65;85.23;43.17;73.2;246.2;2660;5386.83
12/12/2017;81.22;85.58;42.92;74.64;246.45;2664.1;5427.19
13/12/2017;81.07;85.35;43.07;74.27;247;2662.8;5399.45
14/12/2017;80.43;84.69;43.06;73.39;244.35;2652;5357.14
15/12/2017;81.44;86.85;43.49;73.17;245.15;2675.8;5349.3
18/12/2017;81.67;86.38;44.1;73.81;254.05;2690.2;5420.58
19/12/2017;80.99;85.83;43.63;72.82;252.6;2681.5;5382.91
20/12/2017;80.32;85.52;43.59;72.56;250.45;2679.2;5352.77
21/12/2017;80.39;85.5;43.75;72.5;252.45;2684.6;5385.97
